"","RF","SPR"
"result.5112",34,12
"result.5113",36,11
"result.5114",36,12
"result.5115",36,12
"result.5116",34,12
"result.5117",36,12
"result.5118",36,12
"result.5119",36,12
"result.5120",36,13
"result.5121",36,13
"result.5122",36,12
"result.5123",36,13
"result.5124",36,13
"result.5125",36,12
"result.5126",36,13
"result.5127",36,13
"result.5128",36,13
"result.5129",36,13
"result.5130",36,13
"result.5131",36,12
"result.5132",34,12
"result.5133",36,12
"result.5134",34,12
"result.5135",36,13
"result.5136",36,13
"result.5137",36,13
"result.5138",36,12
"result.5139",34,11
"result.5140",36,13
"result.5141",36,12
"result.5142",36,12
"result.5143",36,13
"result.5144",36,12
"result.5145",36,12
"result.5146",32,12
"result.5147",34,12
"result.5148",34,11
"result.5149",36,12
"result.5150",36,12
"result.5151",36,12
"result.5152",36,12
"result.5153",36,12
"result.5154",36,12
"result.5155",36,13
"result.5156",36,12
"result.5157",36,13
"result.5158",36,13
"result.5159",36,13
"result.5160",36,13
"result.5161",34,11
"result.5162",36,12
"result.5163",36,12
"result.5164",36,13
"result.5165",36,12
"result.5166",36,11
"result.5167",36,14
"result.5168",36,13
"result.5169",36,12
"result.5170",34,12
"result.5171",34,11
"result.5172",36,13
"result.5173",36,12
"result.5174",36,12
"result.5175",36,12
"result.5176",36,13
"result.5177",36,14
"result.5178",36,12
"result.5179",36,12
"result.5180",36,12
"result.5181",36,12
"result.5182",36,12
"result.5183",36,13
"result.5184",36,12
"result.5185",34,12
"result.5186",36,12
"result.5187",36,11
"result.5188",36,12
"result.5189",36,13
"result.5190",36,11
"result.5191",36,12
"result.5192",36,11
"result.5193",36,12
"result.5194",36,13
"result.5195",36,13
"result.5196",36,11
"result.5197",34,11
"result.5198",36,11
"result.5199",36,12
"result.5200",36,11
"result.5201",32,10
"result.5202",36,12
"result.5203",36,13
"result.5204",36,13
"result.5205",34,12
"result.5206",36,14
"result.5207",36,12
"result.5208",36,12
"result.5209",36,11
"result.5210",36,12
"result.5211",36,13
"result.5212",36,11
"result.5213",36,11
"result.5214",36,13
"result.5215",36,12
"result.5216",36,12
"result.5217",36,12
"result.5218",34,11
"result.5219",36,12
"result.5220",36,12
"result.5221",36,13
"result.5222",34,10
"result.5223",36,14
"result.5224",34,10
"result.5225",32,10
"result.5226",34,12
"result.5227",34,11
"result.5228",36,12
"result.5229",34,11
"result.5230",36,12
"result.5231",36,12
"result.5232",36,11
"result.5233",34,12
"result.5234",36,12
"result.5235",34,13
"result.5236",34,12
"result.5237",34,12
"result.5238",36,11
"result.5239",34,12
"result.5240",36,13
"result.5241",34,12
"result.5242",36,12
"result.5243",32,11
"result.5244",34,12
"result.5245",34,12
"result.5246",36,12
"result.5247",36,12
"result.5248",36,12
"result.5249",36,12
"result.5250",36,12
"result.5251",36,14
"result.5252",36,13
"result.5253",36,14
"result.5254",34,11
"result.5255",34,12
"result.5256",36,11
"result.5257",36,12
"result.5258",36,12
"result.5259",36,13
"result.5260",36,11
"result.5261",36,13
"result.5262",36,13
"result.5263",36,12
"result.5264",36,12
"result.5265",36,13
"result.5266",36,12
"result.5267",36,12
"result.5268",34,11
"result.5269",36,12
"result.5270",34,10
"result.5271",36,12
"result.5272",34,11
"result.5273",36,13
"result.5274",36,13
"result.5275",36,11
"result.5276",34,10
"result.5277",34,10
"result.5278",36,13
"result.5279",36,13
"result.5280",36,12
"result.5281",34,10
"result.5282",36,12
"result.5283",34,11
"result.5284",36,12
"result.5285",36,12
"result.5286",36,12
"result.5287",36,12
"result.5288",36,12
"result.5289",36,12
"result.5290",34,11
"result.5291",36,12
"result.5292",36,12
"result.5293",36,13
"result.5294",36,13
"result.5295",34,10
"result.5296",36,13
"result.5297",36,11
"result.5298",36,13
"result.5299",36,13
"result.5300",34,11
"result.5301",32,12
"result.5302",36,13
"result.5303",36,10
"result.5304",36,13
"result.5305",36,13
"result.5306",34,12
"result.5307",36,13
"result.5308",36,12
"result.5309",34,12
"result.5310",36,13
"result.5311",36,12
"result.5312",36,13
"result.5313",36,12
"result.5314",36,13
"result.5315",36,13
"result.5316",36,12
"result.5317",36,13
"result.5318",36,11
"result.5319",36,13
"result.5320",36,11
"result.5321",34,11
"result.5322",36,13
"result.5323",36,12
"result.5324",36,12
"result.5325",36,12
"result.5326",36,12
"result.5327",36,13
"result.5328",36,13
"result.5329",36,13
"result.5330",36,13
"result.5331",36,14
"result.5332",36,13
"result.5333",36,12
"result.5334",36,12
"result.5335",34,12
"result.5336",36,12
"result.5337",36,12
"result.5338",36,13
"result.5339",36,13
"result.5340",34,11
"result.5341",36,13
"result.5342",36,12
"result.5343",34,11
"result.5344",36,12
"result.5345",36,13
"result.5346",36,12
"result.5347",36,12
"result.5348",36,12
"result.5349",36,13
"result.5350",36,14
"result.5351",36,11
"result.5352",36,12
"result.5353",36,12
"result.5354",36,12
"result.5355",36,13
"result.5356",36,13
"result.5357",36,13
"result.5358",36,13
"result.5359",36,13
"result.5360",36,12
"result.5361",36,12
"result.5362",36,11
"result.5363",36,11
"result.5364",34,12
"result.5365",36,12
"result.5366",36,13
"result.5367",36,13
"result.5368",36,13
"result.5369",36,13
"result.5370",36,12
"result.5371",34,13
"result.5372",34,12
"result.5373",36,12
"result.5374",36,12
"result.5375",36,12
"result.5376",36,11
"result.5377",36,13
"result.5378",36,11
"result.5379",36,13
"result.5380",36,13
"result.5381",34,12
"result.5382",36,12
"result.5383",36,13
"result.5384",36,12
"result.5385",36,12
"result.5386",36,11
"result.5387",36,12
"result.5388",34,11
"result.5389",36,11
"result.5390",36,12
"result.5391",32,10
"result.5392",36,12
"result.5393",36,13
"result.5394",36,12
"result.5395",36,13
"result.5396",36,13
"result.5397",36,12
"result.5398",36,11
"result.5399",36,11
"result.5400",36,14
"result.5401",36,12
"result.5402",34,11
"result.5403",36,12
"result.5404",36,13
"result.5405",36,12
"result.5406",34,11
"result.5407",36,13
"result.5408",34,12
"result.5409",36,13
"result.5410",36,13
"result.5411",36,13
"result.5412",34,11
"result.5413",36,12
"result.5414",36,13
"result.5415",36,13
"result.5416",36,12
"result.5417",36,13
"result.5418",36,12
"result.5419",36,13
"result.5420",36,13
"result.5421",36,11
"result.5422",36,12
"result.5423",36,12
"result.5424",34,11
"result.5425",34,11
"result.5426",34,11
"result.5427",36,13
"result.5428",36,13
"result.5429",36,12
"result.5430",36,13
"result.5431",36,12
"result.5432",36,13
"result.5433",36,12
"result.5434",36,13
"result.5435",36,11
"result.5436",36,11
"result.5437",36,12
"result.5438",36,13
"result.5439",36,12
"result.5440",36,12
"result.5441",36,13
"result.5442",36,13
"result.5443",36,13
"result.5444",36,12
"result.5445",32,11
"result.5446",36,13
"result.5447",36,13
"result.5448",34,11
"result.5449",36,14
"result.5450",36,14
"result.5451",36,13
"result.5452",36,13
"result.5453",34,12
"result.5454",34,12
"result.5455",36,13
"result.5456",36,13
"result.5457",36,12
"result.5458",36,13
"result.5459",36,12
"result.5460",36,12
"result.5461",36,12
"result.5462",36,12
"result.5463",36,13
"result.5464",36,12
"result.5465",36,13
"result.5466",34,10
"result.5467",36,12
"result.5468",36,11
"result.5469",36,13
"result.5470",36,12
"result.5471",34,12
"result.5472",36,12
"result.5473",36,12
"result.5474",36,13
"result.5475",36,12
"result.5476",36,13
"result.5477",36,12
"result.5478",36,13
"result.5479",36,12
"result.5480",34,12
"result.5481",34,10
"result.5482",36,13
"result.5483",36,12
"result.5484",36,12
"result.5485",36,11
"result.5486",36,12
"result.5487",36,12
"result.5488",36,13
"result.5489",36,11
"result.5490",36,12
"result.5491",32,11
"result.5492",36,13
"result.5493",36,12
"result.5494",36,12
"result.5495",36,12
"result.5496",36,13
"result.5497",36,13
"result.5498",36,12
"result.5499",36,12
"result.5500",36,13
"result.5501",32,10
"result.5502",36,12
"result.5503",36,12
"result.5504",34,12
"result.5505",30,10
"result.5506",36,12
"result.5507",36,13
"result.5508",36,13
"result.5509",34,12
"result.5510",36,13
"result.5511",36,13
"result.5512",36,13
"result.5513",34,13
"result.5514",36,11
"result.5515",34,12
"result.5516",36,12
"result.5517",36,13
"result.5518",36,13
"result.5519",36,11
"result.5520",36,13
"result.5521",36,13
"result.5522",36,13
"result.5523",36,13
"result.5524",34,11
"result.5525",34,11
"result.5526",36,11
"result.5527",34,11
"result.5528",36,12
"result.5529",36,13
"result.5530",36,12
"result.5531",36,12
"result.5532",34,12
"result.5533",36,11
"result.5534",36,12
"result.5535",36,13
"result.5536",36,13
"result.5537",34,12
"result.5538",36,13
"result.5539",34,11
"result.5540",36,11
"result.5541",36,12
"result.5542",36,13
"result.5543",36,13
"result.5544",36,12
"result.5545",36,12
"result.5546",34,12
"result.5547",36,13
"result.5548",34,12
"result.5549",36,12
"result.5550",34,12
"result.5551",34,12
"result.5552",36,13
"result.5553",36,12
"result.5554",36,12
"result.5555",36,11
"result.5556",36,13
"result.5557",36,13
"result.5558",36,13
"result.5559",36,13
"result.5560",36,13
"result.5561",36,11
"result.5562",34,12
"result.5563",36,11
"result.5564",36,12
"result.5565",36,12
"result.5566",36,13
"result.5567",36,13
"result.5568",36,12
"result.5569",36,12
"result.5570",36,12
"result.5571",36,12
"result.5572",36,11
"result.5573",34,12
"result.5574",36,12
"result.5575",36,11
"result.5576",34,11
"result.5577",36,12
"result.5578",36,12
"result.5579",36,13
"result.5580",34,11
"result.5581",34,12
"result.5582",36,13
"result.5583",34,12
"result.5584",34,12
"result.5585",34,10
"result.5586",36,12
"result.5587",36,13
"result.5588",36,12
"result.5589",36,13
"result.5590",36,11
"result.5591",36,13
"result.5592",36,13
"result.5593",36,13
"result.5594",34,11
"result.5595",36,13
"result.5596",36,13
"result.5597",34,12
"result.5598",32,11
"result.5599",32,11
"result.5600",34,11
"result.5601",34,11
"result.5602",36,12
"result.5603",36,12
"result.5604",36,12
"result.5605",36,12
"result.5606",32,11
"result.5607",36,14
"result.5608",36,13
"result.5609",36,12
"result.5610",36,13
"result.5611",34,11
"result.5612",36,13
"result.5613",36,12
"result.5614",36,13
"result.5615",36,13
"result.5616",36,13
"result.5617",36,12
"result.5618",36,13
"result.5619",36,11
"result.5620",36,13
"result.5621",36,13
"result.5622",36,12
"result.5623",34,12
"result.5624",36,12
"result.5625",36,13
"result.5626",36,13
"result.5627",36,13
"result.5628",36,13
"result.5629",36,12
"result.5630",32,10
"result.5631",36,13
"result.5632",36,13
"result.5633",36,12
"result.5634",36,11
"result.5635",32,11
"result.5636",36,12
"result.5637",36,13
"result.5638",36,13
"result.5639",36,12
"result.5640",36,13
"result.5641",36,12
"result.5642",34,12
"result.5643",36,12
"result.5644",36,12
"result.5645",36,12
"result.5646",36,12
"result.5647",36,13
"result.5648",36,12
"result.5649",34,11
"result.5650",36,13
"result.5651",36,13
"result.5652",36,13
"result.5653",34,13
"result.5654",36,12
"result.5655",36,12
"result.5656",36,12
"result.5657",36,12
"result.5658",36,12
"result.5659",34,12
"result.5660",36,12
"result.5661",34,12
"result.5662",36,12
"result.5663",36,13
"result.5664",36,13
"result.5665",36,13
"result.5666",36,13
"result.5667",36,13
"result.5668",36,12
"result.5669",36,13
"result.5670",36,13
"result.5671",36,12
"result.5672",36,13
"result.5673",36,11
"result.5674",36,13
"result.5675",36,14
"result.5676",36,12
"result.5677",36,13
"result.5678",36,12
"result.5679",36,12
"result.5680",36,12
"result.5681",36,11
"result.5682",36,13
"result.5683",36,11
"result.5684",36,13
"result.5685",34,10
"result.5686",36,12
"result.5687",36,13
"result.5688",34,11
"result.5689",34,12
"result.5690",32,11
"result.5691",36,13
"result.5692",36,12
"result.5693",36,12
"result.5694",36,11
"result.5695",36,11
"result.5696",36,12
"result.5697",36,13
"result.5698",34,13
"result.5699",36,13
"result.5700",32,11
"result.5701",36,13
"result.5702",36,13
"result.5703",36,13
"result.5704",36,11
"result.5705",36,12
"result.5706",36,13
"result.5707",36,12
"result.5708",36,12
"result.5709",36,11
"result.5710",36,12
"result.5711",36,13
"result.5712",36,12
"result.5713",34,12
"result.5714",36,10
"result.5715",36,13
"result.5716",36,12
"result.5717",36,13
"result.5718",34,12
"result.5719",36,13
"result.5720",34,12
"result.5721",36,10
"result.5722",36,13
"result.5723",36,13
"result.5724",36,13
"result.5725",36,12
"result.5726",36,12
"result.5727",36,11
"result.5728",36,12
"result.5729",36,13
"result.5730",36,12
"result.5731",36,12
"result.5732",36,12
"result.5733",36,12
"result.5734",36,10
"result.5735",36,13
"result.5736",36,13
"result.5737",36,13
"result.5738",36,12
"result.5739",36,11
"result.5740",36,12
"result.5741",36,12
"result.5742",36,12
"result.5743",36,12
"result.5744",36,13
"result.5745",36,13
"result.5746",36,12
"result.5747",36,12
"result.5748",36,12
"result.5749",36,12
"result.5750",36,12
"result.5751",36,12
"result.5752",36,12
"result.5753",36,13
"result.5754",36,11
"result.5755",36,12
"result.5756",36,12
"result.5757",34,12
"result.5758",36,12
"result.5759",36,12
"result.5760",36,13
"result.5761",36,13
"result.5762",36,13
"result.5763",36,13
"result.5764",36,12
"result.5765",36,11
"result.5766",36,13
"result.5767",32,11
"result.5768",36,13
"result.5769",34,13
"result.5770",36,13
"result.5771",34,11
"result.5772",36,11
"result.5773",36,14
"result.5774",36,12
"result.5775",36,11
"result.5776",36,11
"result.5777",36,12
"result.5778",34,12
"result.5779",36,13
"result.5780",36,12
"result.5781",36,13
"result.5782",36,11
"result.5783",36,13
"result.5784",36,12
"result.5785",36,12
"result.5786",36,12
"result.5787",36,12
"result.5788",36,13
"result.5789",34,13
"result.5790",36,11
"result.5791",36,13
"result.5792",36,11
"result.5793",36,12
"result.5794",36,13
"result.5795",36,13
"result.5796",36,13
"result.5797",36,13
"result.5798",34,12
"result.5799",34,13
"result.5800",34,12
"result.5801",36,12
"result.5802",36,12
"result.5803",34,12
"result.5804",36,11
"result.5805",36,13
"result.5806",36,13
"result.5807",36,12
"result.5808",36,12
"result.5809",36,13
"result.5810",36,12
"result.5811",36,13
"result.5812",36,13
"result.5813",36,12
"result.5814",34,11
"result.5815",36,13
"result.5816",32,11
"result.5817",36,13
"result.5818",32,10
"result.5819",36,12
"result.5820",36,11
"result.5821",36,13
"result.5822",34,12
"result.5823",36,13
"result.5824",36,13
"result.5825",36,13
"result.5826",36,13
"result.5827",36,12
"result.5828",34,12
"result.5829",34,13
"result.5830",36,12
"result.5831",36,13
"result.5832",36,12
"result.5833",34,11
"result.5834",36,12
"result.5835",36,13
"result.5836",36,13
"result.5837",36,13
"result.5838",36,11
"result.5839",34,12
"result.5840",32,10
"result.5841",36,12
"result.5842",34,12
"result.5843",36,12
"result.5844",36,12
"result.5845",32,10
"result.5846",36,12
"result.5847",34,11
"result.5848",36,11
"result.5849",36,12
"result.5850",36,12
"result.5851",34,11
"result.5852",36,11
"result.5853",36,11
"result.5854",36,12
"result.5855",36,13
"result.5856",36,11
"result.5857",36,12
"result.5858",36,12
"result.5859",34,11
"result.5860",36,12
"result.5861",36,12
"result.5862",34,11
"result.5863",36,13
"result.5864",34,9
"result.5865",36,12
"result.5866",36,12
"result.5867",36,13
"result.5868",36,12
"result.5869",34,13
"result.5870",36,13
"result.5871",36,12
"result.5872",36,12
"result.5873",36,12
"result.5874",36,13
"result.5875",36,12
"result.5876",36,13
"result.5877",36,13
"result.5878",34,11
"result.5879",36,12
"result.5880",36,12
"result.5881",36,11
"result.5882",36,12
"result.5883",36,13
"result.5884",36,13
"result.5885",34,11
"result.5886",36,13
"result.5887",36,12
"result.5888",30,11
"result.5889",36,13
"result.5890",34,12
"result.5891",36,12
"result.5892",36,11
"result.5893",36,13
"result.5894",36,13
"result.5895",34,10
"result.5896",36,13
"result.5897",36,13
"result.5898",36,13
"result.5899",36,11
"result.5900",36,12
"result.5901",36,12
"result.5902",36,12
"result.5903",36,12
"result.5904",36,13
"result.5905",36,13
"result.5906",36,13
"result.5907",34,13
"result.5908",36,12
"result.5909",36,12
"result.5910",34,11
"result.5911",36,14
"result.5912",36,13
"result.5913",36,13
"result.5914",36,13
"result.5915",36,12
"result.5916",36,12
"result.5917",34,11
"result.5918",36,13
"result.5919",30,11
"result.5920",36,13
"result.5921",36,14
"result.5922",34,13
"result.5923",36,11
"result.5924",36,12
"result.5925",36,12
"result.5926",34,12
"result.5927",34,10
"result.5928",34,11
"result.5929",36,12
"result.5930",36,12
"result.5931",36,12
"result.5932",36,12
"result.5933",36,12
"result.5934",36,11
"result.5935",36,12
"result.5936",36,12
"result.5937",36,13
"result.5938",36,13
"result.5939",36,13
"result.5940",34,11
"result.5941",36,12
"result.5942",36,12
"result.5943",34,10
"result.5944",34,11
"result.5945",36,13
"result.5946",34,11
"result.5947",36,12
"result.5948",34,12
"result.5949",36,13
"result.5950",30,9
"result.5951",36,12
"result.5952",34,12
"result.5953",36,13
"result.5954",32,11
"result.5955",36,13
"result.5956",36,12
"result.5957",36,12
"result.5958",36,12
"result.5959",36,12
"result.5960",36,12
"result.5961",34,12
"result.5962",36,12
"result.5963",36,12
"result.5964",36,11
"result.5965",36,12
"result.5966",36,14
"result.5967",36,14
"result.5968",36,11
"result.5969",36,11
"result.5970",34,12
"result.5971",36,12
"result.5972",36,13
"result.5973",36,12
"result.5974",36,12
"result.5975",36,13
"result.5976",36,12
"result.5977",36,12
"result.5978",36,13
"result.5979",34,11
"result.5980",36,11
"result.5981",36,11
"result.5982",34,11
"result.5983",34,11
"result.5984",36,13
"result.5985",36,11
"result.5986",36,13
"result.5987",34,10
"result.5988",34,12
"result.5989",36,14
"result.5990",36,13
"result.5991",36,12
"result.5992",36,11
"result.5993",34,11
"result.5994",36,13
"result.5995",36,10
"result.5996",36,13
"result.5997",36,12
"result.5998",36,12
"result.5999",34,12
"result.6000",36,11
"result.6001",36,12
"result.6002",34,12
"result.6003",34,10
"result.6004",36,13
"result.6005",36,12
"result.6006",36,12
"result.6007",36,12
"result.6008",34,11
"result.6009",36,12
"result.6010",36,14
"result.6011",36,12
"result.6012",34,11
"result.6013",36,11
"result.6014",34,12
"result.6015",34,12
"result.6016",36,13
"result.6017",34,11
"result.6018",36,13
"result.6019",34,12
"result.6020",34,11
"result.6021",34,11
"result.6022",34,12
"result.6023",36,13
"result.6024",36,13
"result.6025",36,13
"result.6026",36,11
"result.6027",36,11
"result.6028",36,13
"result.6029",36,13
"result.6030",36,13
"result.6031",36,12
"result.6032",36,13
"result.6033",36,12
"result.6034",36,12
"result.6035",34,11
"result.6036",32,11
"result.6037",34,10
"result.6038",36,12
"result.6039",36,11
"result.6040",36,12
"result.6041",36,13
"result.6042",36,12
"result.6043",36,12
"result.6044",36,12
"result.6045",34,13
"result.6046",34,13
"result.6047",36,12
"result.6048",36,13
"result.6049",36,13
"result.6050",36,14
"result.6051",36,13
"result.6052",36,12
"result.6053",36,13
"result.6054",34,13
"result.6055",36,12
"result.6056",32,10
"result.6057",32,10
"result.6058",36,13
"result.6059",36,12
"result.6060",36,13
"result.6061",36,13
"result.6062",34,12
"result.6063",36,13
"result.6064",36,13
"result.6065",34,12
"result.6066",36,12
"result.6067",36,12
"result.6068",36,13
"result.6069",36,13
"result.6070",36,13
"result.6071",36,13
"result.6072",36,12
"result.6073",36,13
"result.6074",36,13
"result.6075",36,13
"result.6076",36,13
"result.6077",36,12
"result.6078",36,13
"result.6079",36,13
"result.6080",34,13
"result.6081",36,13
"result.6082",36,13
"result.6083",32,12
"result.6084",36,12
"result.6085",36,11
"result.6086",36,12
"result.6087",36,13
"result.6088",36,13
"result.6089",36,12
"result.6090",36,13
"result.6091",36,12
"result.6092",34,13
"result.6093",36,12
"result.6094",36,12
"result.6095",36,12
"result.6096",36,13
"result.6097",36,12
"result.6098",36,11
"result.6099",36,12
"result.6100",36,11
"result.6101",36,13
"result.6102",36,12
"result.6103",36,13
"result.6104",36,11
"result.6105",36,13
"result.6106",36,11
"result.6107",36,12
"result.6108",36,13
"result.6109",36,13
"result.6110",34,12
"result.6111",32,10
"result.6112",36,11
"result.6113",34,11
"result.6114",34,10
"result.6115",36,13
"result.6116",36,13
"result.6117",36,11
"result.6118",36,13
"result.6119",36,12
"result.6120",36,12
"result.6121",36,12
"result.6122",36,12
"result.6123",36,13
"result.6124",34,11
"result.6125",36,14
"result.6126",36,13
"result.6127",36,14
"result.6128",36,11
"result.6129",36,12
"result.6130",34,12
"result.6131",36,13
"result.6132",36,13
"result.6133",34,11
"result.6134",36,13
"result.6135",36,13
"result.6136",34,12
"result.6137",32,11
"result.6138",36,12
"result.6139",36,13
"result.6140",36,12
"result.6141",30,10
"result.6142",36,12
"result.6143",34,12
"result.6144",36,12
"result.6145",36,11
"result.6146",36,13
"result.6147",34,12
"result.6148",36,13
"result.6149",36,13
"result.6150",36,13
"result.6151",36,13
"result.6152",34,11
"result.6153",34,12
"result.6154",36,13
"result.6155",36,12
"result.6156",36,12
"result.6157",34,12
"result.6158",36,13
"result.6159",32,11
"result.6160",36,13
"result.6161",34,10
"result.6162",36,11
"result.6163",36,13
"result.6164",36,13
"result.6165",36,13
"result.6166",36,13
"result.6167",34,12
"result.6168",36,13
"result.6169",36,12
"result.6170",34,12
"result.6171",36,13
"result.6172",34,12
"result.6173",34,12
"result.6174",36,13
"result.6175",36,12
"result.6176",32,10
"result.6177",36,11
"result.6178",36,13
"result.6179",36,11
"result.6180",36,13
"result.6181",36,12
"result.6182",36,12
"result.6183",36,13
"result.6184",36,12
"result.6185",36,12
"result.6186",36,12
"result.6187",36,13
"result.6188",36,12
"result.6189",34,12
"result.6190",36,13
"result.6191",36,13
"result.6192",34,12
"result.6193",36,12
"result.6194",34,11
"result.6195",36,13
"result.6196",34,12
"result.6197",34,13
"result.6198",36,12
"result.6199",34,12
"result.6200",34,11
"result.6201",34,12
"result.6202",34,11
"result.6203",36,12
"result.6204",36,11
"result.6205",32,10
"result.6206",36,12
"result.6207",32,10
"result.6208",34,13
"result.6209",36,12
"result.6210",36,12
"result.6211",36,12
"result.6212",36,12
"result.6213",36,12
"result.6214",36,12
"result.6215",36,12
"result.6216",36,13
"result.6217",34,12
"result.6218",34,12
"result.6219",36,12
"result.6220",36,13
"result.6221",34,12
"result.6222",36,12
"result.6223",36,14
"result.6224",36,13
"result.6225",36,12
"result.6226",34,10
"result.6227",36,13
"result.6228",36,12
"result.6229",36,12
"result.6230",34,12
"result.6231",36,12
"result.6232",36,13
"result.6233",36,12
"result.6234",34,11
"result.6235",34,11
"result.6236",34,11
"result.6237",36,12
"result.6238",36,12
"result.6239",36,14
"result.6240",36,11
"result.6241",36,13
"result.6242",36,13
"result.6243",36,11
"result.6244",36,12
"result.6245",36,12
"result.6246",36,13
"result.6247",36,12
"result.6248",36,12
"result.6249",36,13
"result.6250",34,12
"result.6251",34,12
"result.6252",36,12
"result.6253",36,13
"result.6254",36,13
"result.6255",36,12
"result.6256",34,10
"result.6257",34,12
"result.6258",34,12
"result.6259",36,11
"result.6260",36,12
"result.6261",36,12
"result.6262",36,13
"result.6263",34,12
"result.6264",36,13
"result.6265",36,14
"result.6266",34,12
"result.6267",36,11
"result.6268",34,11
"result.6269",36,12
"result.6270",36,12
"result.6271",36,13
"result.6272",36,13
"result.6273",34,12
"result.6274",36,12
"result.6275",36,13
"result.6276",36,13
"result.6277",36,12
"result.6278",36,12
"result.6279",34,10
"result.6280",36,13
"result.6281",34,11
"result.6282",36,12
"result.6283",36,13
"result.6284",36,13
"result.6285",34,12
"result.6286",36,12
"result.6287",36,13
"result.6288",36,13
"result.6289",36,13
"result.6290",36,13
"result.6291",36,12
"result.6292",36,13
"result.6293",36,13
"result.6294",36,12
"result.6295",36,12
"result.6296",36,13
"result.6297",36,12
"result.6298",36,12
"result.6299",36,13
"result.6300",34,12
"result.6301",34,13
"result.6302",36,12
"result.6303",36,13
"result.6304",36,12
"result.6305",36,14
"result.6306",36,12
"result.6307",36,13
"result.6308",36,12
"result.6309",36,13
"result.6310",34,12
"result.6311",36,12
"result.6312",36,12
"result.6313",34,12
"result.6314",36,13
"result.6315",34,10
"result.6316",36,13
"result.6317",36,13
"result.6318",36,13
"result.6319",36,13
"result.6320",34,11
"result.6321",36,13
"result.6322",32,11
"result.6323",36,13
"result.6324",34,11
"result.6325",36,14
"result.6326",34,12
"result.6327",36,13
"result.6328",36,12
"result.6329",36,12
"result.6330",32,9
"result.6331",36,12
"result.6332",36,13
"result.6333",36,12
"result.6334",36,12
"result.6335",36,12
"result.6336",36,12
"result.6337",34,12
"result.6338",36,12
"result.6339",34,12
"result.6340",34,12
"result.6341",36,12
"result.6342",34,12
"result.6343",36,12
"result.6344",36,13
"result.6345",34,12
"result.6346",34,11
"result.6347",36,13
"result.6348",36,12
"result.6349",36,12
"result.6350",36,13
"result.6351",36,12
"result.6352",36,12
"result.6353",36,13
"result.6354",36,13
"result.6355",36,12
"result.6356",36,11
"result.6357",36,13
"result.6358",36,12
"result.6359",36,12
"result.6360",36,13
"result.6361",32,11
"result.6362",36,13
"result.6363",36,12
"result.6364",36,13
"result.6365",36,12
"result.6366",36,12
"result.6367",34,12
"result.6368",36,12
"result.6369",36,13
"result.6370",36,12
"result.6371",36,12
"result.6372",34,11
"result.6373",36,13
"result.6374",36,13
"result.6375",36,13
"result.6376",36,14
"result.6377",34,11
"result.6378",36,12
"result.6379",36,12
"result.6380",36,13
"result.6381",36,13
"result.6382",36,13
"result.6383",36,13
"result.6384",36,12
"result.6385",34,11
"result.6386",36,13
"result.6387",36,12
"result.6388",36,12
"result.6389",36,13
"result.6390",36,13
"result.6391",36,12
"result.6392",36,11
"result.6393",34,11
"result.6394",36,12
"result.6395",36,12
"result.6396",36,11
"result.6397",36,13
"result.6398",36,13
"result.6399",36,12
"result.6400",34,11
"result.6401",34,12
"result.6402",36,13
"result.6403",34,12
"result.6404",36,11
"result.6405",36,12
"result.6406",36,11
"result.6407",34,11
"result.6408",36,12
"result.6409",34,12
"result.6410",36,11
"result.6411",34,12
"result.6412",36,12
"result.6413",36,13
"result.6414",36,13
"result.6415",36,12
"result.6416",36,13
"result.6417",36,12
"result.6418",36,13
"result.6419",36,14
"result.6420",36,12
"result.6421",36,12
"result.6422",36,12
"result.6423",36,13
"result.6424",36,13
"result.6425",36,12
"result.6426",36,12
"result.6427",36,12
"result.6428",36,11
"result.6429",36,12
"result.6430",36,13
"result.6431",36,13
"result.6432",36,12
"result.6433",34,11
"result.6434",34,12
"result.6435",34,11
"result.6436",36,12
"result.6437",36,12
"result.6438",36,13
"result.6439",36,12
"result.6440",36,13
"result.6441",36,12
"result.6442",36,13
"result.6443",36,13
"result.6444",36,12
"result.6445",36,13
"result.6446",36,12
"result.6447",36,13
"result.6448",36,12
"result.6449",36,13
"result.6450",36,12
"result.6451",36,13
"result.6452",36,13
"result.6453",36,12
"result.6454",34,12
"result.6455",36,12
"result.6456",36,11
"result.6457",36,12
"result.6458",34,12
"result.6459",34,12
"result.6460",34,10
"result.6461",36,13
"result.6462",36,13
"result.6463",36,13
"result.6464",36,12
"result.6465",36,14
"result.6466",36,13
"result.6467",34,11
"result.6468",36,12
"result.6469",36,13
"result.6470",36,12
"result.6471",36,12
"result.6472",34,9
"result.6473",36,13
"result.6474",36,12
"result.6475",36,12
"result.6476",36,13
"result.6477",36,13
"result.6478",36,13
"result.6479",36,13
"result.6480",36,13
"result.6481",36,12
"result.6482",36,12
"result.6483",36,13
"result.6484",34,12
"result.6485",36,12
"result.6486",36,12
"result.6487",36,13
"result.6488",34,11
"result.6489",36,13
"result.6490",36,12
"result.6491",36,12
"result.6492",36,13
"result.6493",36,13
"result.6494",36,12
"result.6495",36,12
"result.6496",34,12
"result.6497",36,13
"result.6498",36,12
"result.6499",36,13
"result.6500",36,13
"result.6501",36,13
"result.6502",36,12
"result.6503",36,12
"result.6504",36,13
"result.6505",36,13
"result.6506",34,12
"result.6507",36,12
"result.6508",36,11
"result.6509",34,12
"result.6510",36,12
